# x
1.000000000000000000e+00 1.421875000000000000e+00
-1.000000000000000000e+00 -1.421875000000000000e+00
-1.000000000000000000e+00 1.078125000000000000e+00
1.000000000000000000e+00 -1.078125000000000000e+00
7.968750000000000000e-01 -1.500000000000000000e+00
-7.968750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -7.968750000000000000e-01
1.000000000000000000e+00 7.968750000000000000e-01
1.000000000000000000e+00 -4.531250000000000000e-01
-1.000000000000000000e+00 4.531250000000000000e-01
4.531250000000000000e-01 1.500000000000000000e+00
-4.531250000000000000e-01 -1.500000000000000000e+00
-6.093750000000000000e-01 -1.500000000000000000e+00
6.093750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 6.093750000000000000e-01
1.000000000000000000e+00 -6.093750000000000000e-01
1.000000000000000000e+00 6.406250000000000000e-01
-1.000000000000000000e+00 -6.406250000000000000e-01
-6.406250000000000000e-01 1.500000000000000000e+00
6.406250000000000000e-01 -1.500000000000000000e+00
1.000000000000000000e+00 -1.234375000000000000e+00
-1.000000000000000000e+00 1.234375000000000000e+00
-1.000000000000000000e+00 -1.265625000000000000e+00
1.000000000000000000e+00 1.265625000000000000e+00
1.000000000000000000e+00 1.562500000000000000e-02
-1.000000000000000000e+00 -1.562500000000000000e-02
-1.562500000000000000e-02 1.500000000000000000e+00
1.562500000000000000e-02 -1.500000000000000000e+00
-2.968750000000000000e-01 -1.500000000000000000e+00
2.968750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 2.968750000000000000e-01
1.000000000000000000e+00 -2.968750000000000000e-01
1.000000000000000000e+00 9.531250000000000000e-01
-1.000000000000000000e+00 -9.531250000000000000e-01
-9.531250000000000000e-01 1.500000000000000000e+00
9.531250000000000000e-01 -1.500000000000000000e+00
3.281250000000000000e-01 -1.500000000000000000e+00
-3.281250000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -3.281250000000000000e-01
1.000000000000000000e+00 3.281250000000000000e-01
1.000000000000000000e+00 -9.218750000000000000e-01
-1.000000000000000000e+00 9.218750000000000000e-01
9.218750000000000000e-01 1.500000000000000000e+00
-9.218750000000000000e-01 -1.500000000000000000e+00
-8.828125000000000000e-01 -1.500000000000000000e+00
8.828125000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 8.828125000000000000e-01
1.000000000000000000e+00 -8.828125000000000000e-01
1.000000000000000000e+00 3.671875000000000000e-01
-1.000000000000000000e+00 -3.671875000000000000e-01
-3.671875000000000000e-01 1.500000000000000000e+00
3.671875000000000000e-01 -1.500000000000000000e+00
9.921875000000000000e-01 -1.500000000000000000e+00
-9.921875000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -9.921875000000000000e-01
1.000000000000000000e+00 9.921875000000000000e-01
1.000000000000000000e+00 -2.578125000000000000e-01
-1.000000000000000000e+00 2.578125000000000000e-01
2.578125000000000000e-01 1.500000000000000000e+00
-2.578125000000000000e-01 -1.500000000000000000e+00
5.468750000000000000e-02 -1.500000000000000000e+00
-5.468750000000000000e-02 1.500000000000000000e+00
-1.000000000000000000e+00 -5.468750000000000000e-02
1.000000000000000000e+00 5.468750000000000000e-02
-1.000000000000000000e+00 -1.500000000000000000e+00
1.000000000000000000e+00 -1.500000000000000000e+00
1.000000000000000000e+00 1.500000000000000000e+00
-1.000000000000000000e+00 1.500000000000000000e+00
-1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000000e+00 2.500000000000000000e-01
-1.000000000000000000e+00 -2.500000000000000000e-01
-2.500000000000000000e-01 1.500000000000000000e+00
2.500000000000000000e-01 -1.500000000000000000e+00
8.750000000000000000e-01 -1.500000000000000000e+00
-8.750000000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -8.750000000000000000e-01
1.000000000000000000e+00 8.750000000000000000e-01
1.000000000000000000e+00 -3.750000000000000000e-01
-1.000000000000000000e+00 3.750000000000000000e-01
3.750000000000000000e-01 1.500000000000000000e+00
-3.750000000000000000e-01 -1.500000000000000000e+00
-6.250000000000000000e-02 -1.500000000000000000e+00
6.250000000000000000e-02 1.500000000000000000e+00
-1.000000000000000000e+00 6.250000000000000000e-02
1.000000000000000000e+00 -6.250000000000000000e-02
1.000000000000000000e+00 1.187500000000000000e+00
-1.000000000000000000e+00 -1.187500000000000000e+00
-1.000000000000000000e+00 1.312500000000000000e+00
1.000000000000000000e+00 -1.312500000000000000e+00
5.625000000000000000e-01 -1.500000000000000000e+00
-5.625000000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -5.625000000000000000e-01
1.000000000000000000e+00 5.625000000000000000e-01
1.000000000000000000e+00 -6.875000000000000000e-01
-1.000000000000000000e+00 6.875000000000000000e-01
6.875000000000000000e-01 1.500000000000000000e+00
-6.875000000000000000e-01 -1.500000000000000000e+00
-5.312500000000000000e-01 -1.500000000000000000e+00
5.312500000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 5.312500000000000000e-01
1.000000000000000000e+00 -5.312500000000000000e-01
1.000000000000000000e+00 7.187500000000000000e-01
-1.000000000000000000e+00 -7.187500000000000000e-01
-7.187500000000000000e-01 1.500000000000000000e+00
7.187500000000000000e-01 -1.500000000000000000e+00
1.000000000000000000e+00 -1.156250000000000000e+00
-1.000000000000000000e+00 1.156250000000000000e+00
-1.000000000000000000e+00 -1.343750000000000000e+00
1.000000000000000000e+00 1.343750000000000000e+00
1.000000000000000000e+00 9.375000000000000000e-02
-1.000000000000000000e+00 -9.375000000000000000e-02
-9.375000000000000000e-02 1.500000000000000000e+00
9.375000000000000000e-02 -1.500000000000000000e+00
-2.187500000000000000e-01 -1.500000000000000000e+00
2.187500000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 2.187500000000000000e-01
1.000000000000000000e+00 -2.187500000000000000e-01
1.000000000000000000e+00 1.031250000000000000e+00
-1.000000000000000000e+00 -1.031250000000000000e+00
-1.000000000000000000e+00 1.468750000000000000e+00
1.000000000000000000e+00 -1.468750000000000000e+00
4.062500000000000000e-01 -1.500000000000000000e+00
-4.062500000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -4.062500000000000000e-01
1.000000000000000000e+00 4.062500000000000000e-01
1.000000000000000000e+00 -8.437500000000000000e-01
-1.000000000000000000e+00 8.437500000000000000e-01
8.437500000000000000e-01 1.500000000000000000e+00
-8.437500000000000000e-01 -1.500000000000000000e+00
-7.656250000000000000e-01 -1.500000000000000000e+00
7.656250000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 7.656250000000000000e-01
1.000000000000000000e+00 -7.656250000000000000e-01
1.000000000000000000e+00 4.843750000000000000e-01
-1.000000000000000000e+00 -4.843750000000000000e-01
-4.843750000000000000e-01 1.500000000000000000e+00
4.843750000000000000e-01 -1.500000000000000000e+00
1.000000000000000000e+00 -1.390625000000000000e+00
-1.000000000000000000e+00 1.390625000000000000e+00
-1.000000000000000000e+00 -1.109375000000000000e+00
1.000000000000000000e+00 1.109375000000000000e+00
1.000000000000000000e+00 -1.406250000000000000e-01
-1.000000000000000000e+00 1.406250000000000000e-01
1.406250000000000000e-01 1.500000000000000000e+00
-1.406250000000000000e-01 -1.500000000000000000e+00
1.718750000000000000e-01 -1.500000000000000000e+00
-1.718750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -1.718750000000000000e-01
1.000000000000000000e+00 1.718750000000000000e-01
1.000000000000000000e+00 1.421875000000000000e+00
-1.000000000000000000e+00 -1.421875000000000000e+00
-1.000000000000000000e+00 1.078125000000000000e+00
1.000000000000000000e+00 -1.078125000000000000e+00
7.968750000000000000e-01 -1.500000000000000000e+00
-7.968750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -7.968750000000000000e-01
1.000000000000000000e+00 7.968750000000000000e-01
1.000000000000000000e+00 -4.531250000000000000e-01
-1.000000000000000000e+00 4.531250000000000000e-01
4.531250000000000000e-01 1.500000000000000000e+00
-4.531250000000000000e-01 -1.500000000000000000e+00
-6.093750000000000000e-01 -1.500000000000000000e+00
6.093750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 6.093750000000000000e-01
1.000000000000000000e+00 -6.093750000000000000e-01
1.000000000000000000e+00 6.406250000000000000e-01
-1.000000000000000000e+00 -6.406250000000000000e-01
-6.406250000000000000e-01 1.500000000000000000e+00
6.406250000000000000e-01 -1.500000000000000000e+00
1.000000000000000000e+00 -1.234375000000000000e+00
-1.000000000000000000e+00 1.234375000000000000e+00
-1.000000000000000000e+00 -1.265625000000000000e+00
1.000000000000000000e+00 1.265625000000000000e+00
1.000000000000000000e+00 1.562500000000000000e-02
-1.000000000000000000e+00 -1.562500000000000000e-02
-1.562500000000000000e-02 1.500000000000000000e+00
1.562500000000000000e-02 -1.500000000000000000e+00
-2.968750000000000000e-01 -1.500000000000000000e+00
2.968750000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 2.968750000000000000e-01
1.000000000000000000e+00 -2.968750000000000000e-01
1.000000000000000000e+00 9.531250000000000000e-01
-1.000000000000000000e+00 -9.531250000000000000e-01
-9.531250000000000000e-01 1.500000000000000000e+00
9.531250000000000000e-01 -1.500000000000000000e+00
3.281250000000000000e-01 -1.500000000000000000e+00
-3.281250000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -3.281250000000000000e-01
1.000000000000000000e+00 3.281250000000000000e-01
1.000000000000000000e+00 -9.218750000000000000e-01
-1.000000000000000000e+00 9.218750000000000000e-01
9.218750000000000000e-01 1.500000000000000000e+00
-9.218750000000000000e-01 -1.500000000000000000e+00
-8.828125000000000000e-01 -1.500000000000000000e+00
8.828125000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 8.828125000000000000e-01
1.000000000000000000e+00 -8.828125000000000000e-01
1.000000000000000000e+00 3.671875000000000000e-01
-1.000000000000000000e+00 -3.671875000000000000e-01
-3.671875000000000000e-01 1.500000000000000000e+00
3.671875000000000000e-01 -1.500000000000000000e+00
9.921875000000000000e-01 -1.500000000000000000e+00
-9.921875000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 -9.921875000000000000e-01
1.000000000000000000e+00 9.921875000000000000e-01
1.000000000000000000e+00 -2.578125000000000000e-01
-1.000000000000000000e+00 2.578125000000000000e-01
2.578125000000000000e-01 1.500000000000000000e+00
-2.578125000000000000e-01 -1.500000000000000000e+00
5.468750000000000000e-02 -1.500000000000000000e+00
-5.468750000000000000e-02 1.500000000000000000e+00
-1.000000000000000000e+00 -5.468750000000000000e-02
1.000000000000000000e+00 5.468750000000000000e-02
0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 -7.500000000000000000e-01
-5.000000000000000000e-01 7.500000000000000000e-01
-2.500000000000000000e-01 -3.750000000000000000e-01
7.500000000000000000e-01 1.125000000000000000e+00
2.500000000000000000e-01 -1.125000000000000000e+00
-7.500000000000000000e-01 3.750000000000000000e-01
-6.250000000000000000e-01 -5.625000000000000000e-01
3.750000000000000000e-01 9.375000000000000000e-01
8.750000000000000000e-01 -1.312500000000000000e+00
-1.250000000000000000e-01 1.875000000000000000e-01
-3.750000000000000000e-01 -9.375000000000000000e-01
6.250000000000000000e-01 5.625000000000000000e-01
1.250000000000000000e-01 -1.875000000000000000e-01
-8.750000000000000000e-01 1.312500000000000000e+00
-8.125000000000000000e-01 -9.375000000000000000e-02
1.875000000000000000e-01 1.406250000000000000e+00
6.875000000000000000e-01 -8.437500000000000000e-01
-3.125000000000000000e-01 6.562500000000000000e-01
-6.250000000000000000e-02 -1.218750000000000000e+00
9.375000000000000000e-01 2.812500000000000000e-01
4.375000000000000000e-01 -4.687500000000000000e-01
-5.625000000000000000e-01 1.031250000000000000e+00
-6.875000000000000000e-01 -1.031250000000000000e+00
3.125000000000000000e-01 4.687500000000000000e-01
8.125000000000000000e-01 -2.812500000000000000e-01
-1.875000000000000000e-01 1.218750000000000000e+00
-4.375000000000000000e-01 -6.562500000000000000e-01
5.625000000000000000e-01 8.437500000000000000e-01
6.250000000000000000e-02 -1.406250000000000000e+00
-9.375000000000000000e-01 9.375000000000000000e-02
-9.062500000000000000e-01 -7.031250000000000000e-01
9.375000000000000000e-02 7.968750000000000000e-01
5.937500000000000000e-01 -1.453125000000000000e+00
-4.062500000000000000e-01 4.687500000000000000e-02
-1.562500000000000000e-01 -1.078125000000000000e+00
8.437500000000000000e-01 4.218750000000000000e-01
3.437500000000000000e-01 -3.281250000000000000e-01
-6.562500000000000000e-01 1.171875000000000000e+00
-5.312500000000000000e-01 -1.265625000000000000e+00
4.687500000000000000e-01 2.343750000000000000e-01
9.687500000000000000e-01 -5.156250000000000000e-01
-3.125000000000000000e-02 9.843750000000000000e-01
-2.812500000000000000e-01 -1.406250000000000000e-01
7.187500000000000000e-01 1.359375000000000000e+00
2.187500000000000000e-01 -8.906250000000000000e-01
-7.812500000000000000e-01 6.093750000000000000e-01
-8.437500000000000000e-01 -7.968750000000000000e-01
1.562500000000000000e-01 7.031250000000000000e-01
6.562500000000000000e-01 -4.687500000000000000e-02
-3.437500000000000000e-01 1.453125000000000000e+00
-9.375000000000000000e-02 -4.218750000000000000e-01
9.062500000000000000e-01 1.078125000000000000e+00
4.062500000000000000e-01 -1.171875000000000000e+00
-5.937500000000000000e-01 3.281250000000000000e-01
-7.187500000000000000e-01 -2.343750000000000000e-01
2.812500000000000000e-01 1.265625000000000000e+00
7.812500000000000000e-01 -9.843750000000000000e-01
-2.187500000000000000e-01 5.156250000000000000e-01
-4.687500000000000000e-01 -1.359375000000000000e+00
5.312500000000000000e-01 1.406250000000000000e-01
3.125000000000000000e-02 -6.093750000000000000e-01
-9.687500000000000000e-01 8.906250000000000000e-01
-9.531250000000000000e-01 -3.046875000000000000e-01
4.687500000000000000e-02 1.195312500000000000e+00
5.468750000000000000e-01 -1.054687500000000000e+00
-4.531250000000000000e-01 4.453125000000000000e-01
-2.031250000000000000e-01 -1.429687500000000000e+00
7.968750000000000000e-01 7.031250000000000000e-02
2.968750000000000000e-01 -6.796875000000000000e-01
-7.031250000000000000e-01 8.203125000000000000e-01
-5.781250000000000000e-01 -8.671875000000000000e-01
4.218750000000000000e-01 6.328125000000000000e-01
9.218750000000000000e-01 -1.171875000000000000e-01
-7.812500000000000000e-02 1.382812500000000000e+00
-3.281250000000000000e-01 -4.921875000000000000e-01
6.718750000000000000e-01 1.007812500000000000e+00
1.718750000000000000e-01 -1.242187500000000000e+00
-8.281250000000000000e-01 2.578125000000000000e-01
-7.656250000000000000e-01 -1.148437500000000000e+00
2.343750000000000000e-01 3.515625000000000000e-01
7.343750000000000000e-01 -3.984375000000000000e-01
-2.656250000000000000e-01 1.101562500000000000e+00
-1.562500000000000000e-02 -2.343750000000000000e-02
9.843750000000000000e-01 1.476562500000000000e+00
4.843750000000000000e-01 -7.734375000000000000e-01
-5.156250000000000000e-01 7.265625000000000000e-01
-6.406250000000000000e-01 -5.859375000000000000e-01
3.593750000000000000e-01 9.140625000000000000e-01
8.593750000000000000e-01 -1.335937500000000000e+00
-1.406250000000000000e-01 1.640625000000000000e-01
-3.906250000000000000e-01 -9.609375000000000000e-01
6.093750000000000000e-01 5.390625000000000000e-01
1.093750000000000000e-01 -2.109375000000000000e-01
-8.906250000000000000e-01 1.289062500000000000e+00
-9.218750000000000000e-01 -1.101562500000000000e+00
7.812500000000000000e-02 3.984375000000000000e-01
5.781250000000000000e-01 -3.515625000000000000e-01
-4.218750000000000000e-01 1.148437500000000000e+00
-1.718750000000000000e-01 -7.265625000000000000e-01
8.281250000000000000e-01 7.734375000000000000e-01
3.281250000000000000e-01 -1.476562500000000000e+00
-6.718750000000000000e-01 2.343750000000000000e-02
-5.468750000000000000e-01 -1.640625000000000000e-01
4.531250000000000000e-01 1.335937500000000000e+00
9.531250000000000000e-01 -9.140625000000000000e-01
-4.687500000000000000e-02 5.859375000000000000e-01
-2.968750000000000000e-01 -1.289062500000000000e+00
7.031250000000000000e-01 2.109375000000000000e-01
2.031250000000000000e-01 -5.390625000000000000e-01
-7.968750000000000000e-01 9.609375000000000000e-01
-8.593750000000000000e-01 -4.453125000000000000e-01
1.406250000000000000e-01 1.054687500000000000e+00
6.406250000000000000e-01 -1.195312500000000000e+00
-3.593750000000000000e-01 3.046875000000000000e-01
-1.093750000000000000e-01 -8.203125000000000000e-01
8.906250000000000000e-01 6.796875000000000000e-01
3.906250000000000000e-01 -7.031250000000000000e-02
-6.093750000000000000e-01 1.429687500000000000e+00
-7.343750000000000000e-01 -1.382812500000000000e+00
2.656250000000000000e-01 1.171875000000000000e-01
7.656250000000000000e-01 -6.328125000000000000e-01
-2.343750000000000000e-01 8.671875000000000000e-01
-4.843750000000000000e-01 -2.578125000000000000e-01
5.156250000000000000e-01 1.242187500000000000e+00
1.562500000000000000e-02 -1.007812500000000000e+00
-9.843750000000000000e-01 4.921875000000000000e-01
-9.765625000000000000e-01 -5.039062500000000000e-01
2.343750000000000000e-02 9.960937500000000000e-01
5.234375000000000000e-01 -1.253906250000000000e+00
-4.765625000000000000e-01 2.460937500000000000e-01
-2.265625000000000000e-01 -8.789062500000000000e-01
7.734375000000000000e-01 6.210937500000000000e-01
2.734375000000000000e-01 -1.289062500000000000e-01
-7.265625000000000000e-01 1.371093750000000000e+00
-6.015625000000000000e-01 -1.441406250000000000e+00
3.984375000000000000e-01 5.859375000000000000e-02
8.984375000000000000e-01 -6.914062500000000000e-01
-1.015625000000000000e-01 8.085937500000000000e-01
-3.515625000000000000e-01 -3.164062500000000000e-01
6.484375000000000000e-01 1.183593750000000000e+00
1.484375000000000000e-01 -1.066406250000000000e+00
-8.515625000000000000e-01 4.335937500000000000e-01
-7.890625000000000000e-01 -9.726562500000000000e-01
2.109375000000000000e-01 5.273437500000000000e-01
7.109375000000000000e-01 -2.226562500000000000e-01
-2.890625000000000000e-01 1.277343750000000000e+00
-3.906250000000000000e-02 -5.976562500000000000e-01
9.609375000000000000e-01 9.023437500000000000e-01
4.609375000000000000e-01 -1.347656250000000000e+00
-5.390625000000000000e-01 1.523437500000000000e-01
-6.640625000000000000e-01 -3.515625000000000000e-02
3.359375000000000000e-01 1.464843750000000000e+00
8.359375000000000000e-01 -7.851562500000000000e-01
-1.640625000000000000e-01 7.148437500000000000e-01
-4.140625000000000000e-01 -1.160156250000000000e+00
5.859375000000000000e-01 3.398437500000000000e-01
8.593750000000000000e-02 -4.101562500000000000e-01
-9.140625000000000000e-01 1.089843750000000000e+00
-8.828125000000000000e-01 -1.300781250000000000e+00
1.171875000000000000e-01 1.992187500000000000e-01
6.171875000000000000e-01 -5.507812500000000000e-01
-3.828125000000000000e-01 9.492187500000000000e-01
-1.328125000000000000e-01 -1.757812500000000000e-01
8.671875000000000000e-01 1.324218750000000000e+00
3.671875000000000000e-01 -9.257812500000000000e-01
-6.328125000000000000e-01 5.742187500000000000e-01
-5.078125000000000000e-01 -7.382812500000000000e-01
4.921875000000000000e-01 7.617187500000000000e-01
9.921875000000000000e-01 -1.488281250000000000e+00
-7.812500000000000000e-03 1.171875000000000000e-02
-2.578125000000000000e-01 -1.113281250000000000e+00
7.421875000000000000e-01 3.867187500000000000e-01
2.421875000000000000e-01 -3.632812500000000000e-01
-7.578125000000000000e-01 1.136718750000000000e+00
-8.203125000000000000e-01 -2.695312500000000000e-01
1.796875000000000000e-01 1.230468750000000000e+00
6.796875000000000000e-01 -1.019531250000000000e+00
-3.203125000000000000e-01 4.804687500000000000e-01
-7.031250000000000000e-02 -1.394531250000000000e+00
9.296875000000000000e-01 1.054687500000000000e-01
4.296875000000000000e-01 -6.445312500000000000e-01
-5.703125000000000000e-01 8.554687500000000000e-01
-6.953125000000000000e-01 -8.320312500000000000e-01
3.046875000000000000e-01 6.679687500000000000e-01
8.046875000000000000e-01 -8.203125000000000000e-02
-1.953125000000000000e-01 1.417968750000000000e+00
-4.453125000000000000e-01 -4.570312500000000000e-01
5.546875000000000000e-01 1.042968750000000000e+00
5.468750000000000000e-02 -1.207031250000000000e+00
-9.453125000000000000e-01 2.929687500000000000e-01
-9.609375000000000000e-01 -9.023437500000000000e-01
3.906250000000000000e-02 5.976562500000000000e-01
5.390625000000000000e-01 -1.523437500000000000e-01
-4.609375000000000000e-01 1.347656250000000000e+00
-2.109375000000000000e-01 -5.273437500000000000e-01
7.890625000000000000e-01 9.726562500000000000e-01
2.890625000000000000e-01 -1.277343750000000000e+00
-7.109375000000000000e-01 2.226562500000000000e-01
-5.859375000000000000e-01 -3.398437500000000000e-01
4.140625000000000000e-01 1.160156250000000000e+00
9.140625000000000000e-01 -1.089843750000000000e+00
-8.593750000000000000e-02 4.101562500000000000e-01
-3.359375000000000000e-01 -1.464843750000000000e+00
6.640625000000000000e-01 3.515625000000000000e-02
1.640625000000000000e-01 -7.148437500000000000e-01
-8.359375000000000000e-01 7.851562500000000000e-01
-7.734375000000000000e-01 -6.210937500000000000e-01
2.265625000000000000e-01 8.789062500000000000e-01
7.265625000000000000e-01 -1.371093750000000000e+00
-2.734375000000000000e-01 1.289062500000000000e-01
-2.343750000000000000e-02 -9.960937500000000000e-01
9.765625000000000000e-01 5.039062500000000000e-01
4.765625000000000000e-01 -2.460937500000000000e-01
-5.234375000000000000e-01 1.253906250000000000e+00
-6.484375000000000000e-01 -1.183593750000000000e+00
3.515625000000000000e-01 3.164062500000000000e-01
8.515625000000000000e-01 -4.335937500000000000e-01
-1.484375000000000000e-01 1.066406250000000000e+00
-3.984375000000000000e-01 -5.859375000000000000e-02
6.015625000000000000e-01 1.441406250000000000e+00
1.015625000000000000e-01 -8.085937500000000000e-01
-8.984375000000000000e-01 6.914062500000000000e-01
-9.296875000000000000e-01 -1.054687500000000000e-01
7.031250000000000000e-02 1.394531250000000000e+00
5.703125000000000000e-01 -8.554687500000000000e-01
-4.296875000000000000e-01 6.445312500000000000e-01
-1.796875000000000000e-01 -1.230468750000000000e+00
8.203125000000000000e-01 2.695312500000000000e-01
3.203125000000000000e-01 -4.804687500000000000e-01
-6.796875000000000000e-01 1.019531250000000000e+00
-5.546875000000000000e-01 -1.042968750000000000e+00
4.453125000000000000e-01 4.570312500000000000e-01
9.453125000000000000e-01 -2.929687500000000000e-01
-5.468750000000000000e-02 1.207031250000000000e+00
-3.046875000000000000e-01 -6.679687500000000000e-01
6.953125000000000000e-01 8.320312500000000000e-01
1.953125000000000000e-01 -1.417968750000000000e+00
-8.046875000000000000e-01 8.203125000000000000e-02
-8.671875000000000000e-01 -1.324218750000000000e+00
1.328125000000000000e-01 1.757812500000000000e-01
6.328125000000000000e-01 -5.742187500000000000e-01
-3.671875000000000000e-01 9.257812500000000000e-01
-1.171875000000000000e-01 -1.992187500000000000e-01
8.828125000000000000e-01 1.300781250000000000e+00
3.828125000000000000e-01 -9.492187500000000000e-01
-6.171875000000000000e-01 5.507812500000000000e-01
-7.421875000000000000e-01 -3.867187500000000000e-01
2.578125000000000000e-01 1.113281250000000000e+00
7.578125000000000000e-01 -1.136718750000000000e+00
-2.421875000000000000e-01 3.632812500000000000e-01
-4.921875000000000000e-01 -7.617187500000000000e-01
5.078125000000000000e-01 7.382812500000000000e-01
7.812500000000000000e-03 -1.171875000000000000e-02
-9.921875000000000000e-01 1.488281250000000000e+00
-9.882812500000000000e-01 -5.859375000000000000e-03
1.171875000000000000e-02 1.494140625000000000e+00
5.117187500000000000e-01 -7.558593750000000000e-01
-4.882812500000000000e-01 7.441406250000000000e-01
